11,454,0.566079294,5,1,0,4.885462555,1
9,1115,0.424131627,21,20,0,4.631390135,1
10,555,0.535390199,7,1,0,5.147747748,1
9,474,0.608602149,11,1,0,4.759493671,1
8,130,0.82170542,7,0,0,4.546153846,1
12,444,0.60091743,9,23,0,4.810810811,0
9,280,0.576642334,5,10,1,4.4,0
13,1024,0.428007889,19,19,0,4.778320313,0
12,238,0.621276593,3,1,0,4.256302521,0
9,1070,0.421550094,22,20,0,4.655140187,0
12,463,0.504347825,1,4,0,4.362850972,0
11,1005,0.431726907,21,20,0,4.655721393,0
8,403,0.516042779,3,1,0,4.081885856,1
7,251,0.615702477,1,1,1,4.80876494,0
11,317,0.611464966,7,1,0,5.239747634,1
12,177,0.741379306,4,1,0,5.056497175,1
6,109,0.66666666,3,1,0,4.733944954,0
11,399,0.597989948,8,1,0,4.578947368,1
13,460,0.499999999,4,1,0,4.460869565,1
9,443,0.46712018,3,1,0,5.013544018,0
8,218,0.662983422,14,11,0,4.435779817,0
12,988,0.427983539,19,20,0,4.696356275,1
6,374,0.640540539,7,1,0,4.909090909,0
5,356,0.618233616,3,12,1,4.471910112,0
9,1226,0.410172272,10,1,1,4.393964111,1
10,1121,0.450678733,15,1,0,4.790365745,0
12,288,0.589473682,5,0,0,4.381944444,0
10,414,0.606796115,8,1,0,4.980676329,0
11,134,0.702290071,4,9,0,4.47761194,1
11,281,0.610714284,5,1,0,4.608540925,1
12,499,0.513026051,14,1,0,5.084168337,1
9,268,0.477272725,5,9,0,4.858208955,1
7,925,0.427947598,20,20,0,4.673513514,1
10,261,0.548262546,20,16,0,4.850574713,1
13,306,0.534653464,3,1,0,4.578431373,1
10,909,0.449612403,3,1,1,4.343234323,1
12,999,0.424089068,21,20,0,4.736736737,1
12,1011,0.413897281,20,20,0,4.582591494,0
10,413,0.606435642,6,13,0,4.702179177,0
9,180,0.6300578,1,0,0,4.361111111,1
9,759,0.498666666,17,1,0,4.657444005,0
13,1226,0.43619683,26,1,0,4.501631321,1
6,241,0.659574465,5,1,0,4.850622407,2
9,168,0.778481008,6,11,0,4.678571429,1
10,1121,0.418099547,20,19,0,4.609277431,0
7,1174,0.45790378,32,1,0,4.637989779,0
7,376,0.569014083,3,0,11,4.457446809,1
9,142,0.714285709,3,0,1,4.542253521,1
9,825,0.438036809,23,19,0,4.736969697,0
9,883,0.441753171,19,19,0,4.702151755,0
6,1125,0.427787934,36,19,0,4.710222222,0
10,498,0.534979423,7,1,0,4.881526104,0
12,540,0.370441458,1,10,0,4.151851852,1
12,855,0.438534278,5,1,0,4.300584795,0
11,223,0.662162159,5,0,0,4.551569507,1
11,349,0.583333332,10,1,0,4.802292264,1
7,1007,0.437751004,24,20,0,4.793445879,1
13,464,0.546666665,3,8,1,4.4375,1
9,233,0.552884613,5,1,0,4.635193133,1
9,167,0.680981591,2,0,1,4.856287425,2
11,825,0.476600985,5,10,1,4.419393939,2
11,1099,0.412304866,28,20,0,4.583257507,1
7,263,0.623076921,2,0,0,4.353612167,0
10,468,0.534216334,7,1,0,4.52991453,1
7,346,0.564564563,13,11,0,4.274566474,1
9,455,0.495594713,10,1,0,4.694505495,1
9,81,0.78749999,2,0,0,4.518518519,0
11,308,0.633116881,8,1,0,4.733766234,1
11,235,0.643776821,5,0,0,5.09787234,1
13,141,0.643939389,6,1,0,4.588652482,1
6,389,0.555555554,9,1,1,4.316195373,2
10,261,0.598455596,12,1,0,5.149425287,1
9,100,0.759999992,3,1,0,4.45,2
8,270,0.600775191,5,1,11,4.259259259,1
7,105,0.819047611,4,8,0,5.419047619,2
10,258,0.589147285,2,11,0,4.852713178,0
10,254,0.627530362,5,0,3,4.625984252,3
14,318,0.633440512,7,1,0,4.427672956,1
9,965,0.435146443,20,19,0,4.755440415,1
11,1030,0.418627451,19,20,0,4.616504854,0
9,231,0.635964909,1,0,0,4.168831169,0
8,935,0.442036836,23,28,0,4.746524064,1
10,701,0.480575539,11,1,1,4.457917261,1
13,328,0.570552145,13,11,1,4.765243902,1
13,281,0.605263156,28,10,1,4.558718861,1
12,537,0.538175046,2,1,0,4.983240223,0
10,259,0.640624997,4,0,0,4.760617761,1
12,1455,0.419825073,31,26,0,4.710652921,0
10,1596,0.419729207,19,8,0,4.632205514,1
6,164,0.587837834,3,1,0,4.652439024,1
10,424,0.552567236,8,1,0,4.981132075,0
8,345,0.603658535,6,1,0,4.431884058,1
10,138,0.753731338,1,0,1,4.65942029,0
11,459,0.563192903,10,1,0,4.810457516,3
8,794,0.503176619,32,15,0,4.832493703,1
11,291,0.531690139,10,1,0,4.786941581,2
10,614,0.530578512,11,1,0,4.75732899,0
7,144,0.722627732,9,1,0,4.826388889,0
12,249,0.597560973,2,0,0,4.542168675,1
7,142,0.732394361,4,0,1,4.612676056,0
10,221,0.579999997,2,1,0,4.140271493,1
9,82,0.786666656,3,1,0,4.951219512,0
11,289,0.649122805,3,13,0,4.747404844,0
11,173,0.723529408,3,1,0,4.936416185,1
10,957,0.441860465,22,20,0,4.787878788,1
10,372,0.548648647,4,1,0,5.032258065,1
8,640,0.528481012,10,1,0,4.3125,0
9,330,0.501597442,12,1,0,4.657575758,0
8,453,0.51460674,2,9,0,4.46799117,1
11,1265,0.400796812,21,20,0,4.54229249,0
12,981,0.433884297,20,20,0,4.758409786,1
10,381,0.546174141,8,1,0,4.847769029,1
12,292,0.626334517,5,0,0,4.493150685,1
9,165,0.654545451,8,1,0,4.575757576,1
8,1020,0.413108242,21,19,0,4.641176471,1
9,230,0.669603521,7,1,1,4.795652174,0
8,123,0.716666661,4,0,0,4.463414634,0
8,258,0.61478599,2,1,0,4.569767442,1
12,983,0.440782698,21,19,0,4.695829095,0
12,180,0.606936413,3,1,0,4.727777778,0
11,272,0.524344567,5,8,0,5.113970588,1
11,277,0.4501845,34,15,0,4.494584838,3
11,365,0.581267216,9,1,0,4.695890411,0
14,114,0.799999993,1,0,1,4.815789474,4
11,1058,0.409961685,26,20,0,4.669187146,1
8,211,0.607655499,12,1,0,4.431279621,0
12,373,0.5613079,7,0,0,4.855227882,0
7,144,0.591549292,12,1,0,4.777777778,0
9,760,0.531628532,9,0,16,4.382894737,1
13,204,0.646464643,2,1,0,4.421568627,1
15,481,0.54105263,5,1,0,4.594594595,1
12,246,0.702127657,8,1,0,4.43902439,0
10,182,0.59668508,5,1,1,4.917582418,1
10,498,0.522821576,9,1,0,4.676706827,1
7,175,0.685714282,4,1,0,5.497142857,0
7,252,0.6626506,5,0,0,4.682539683,1
9,334,0.625377642,7,1,0,4.847305389,0
10,283,0.743190659,5,0,21,4.392226148,0
12,284,0.602941174,10,1,0,4.616197183,0
11,1077,0.438381937,23,20,0,4.763231198,1
6,1160,0.437225636,45,19,0,4.740517241,0
10,289,0.58695652,8,1,0,4.564013841,1
11,848,0.449464922,4,1,3,4.192216981,0
12,211,0.682692304,10,0,0,4.606635071,1
10,951,0.437295528,6,1,0,5.03785489,1
11,286,0.652631577,5,0,0,5.006993007,1
13,577,0.411867364,16,11,0,4.447140381,0
7,505,0.440677965,12,6,0,4.308910891,2
8,255,0.623015871,6,1,0,4.415686275,0
14,252,0.670634918,8,0,0,4.634920635,0
9,757,0.44919786,11,1,0,4.554821664,0
9,152,0.622377618,4,0,0,5.085526316,1
10,357,0.525423727,6,1,0,4.946778711,1
13,326,0.696969695,3,0,21,4.355828221,1
8,1314,0.399529042,27,20,0,4.656773212,1
6,397,0.51168831,11,1,0,5.352644836,2
8,767,0.440318302,6,10,0,4.47327249,2
10,317,0.56190476,6,1,0,4.993690852,2
9,245,0.579399139,15,10,1,4.253061224,1
10,891,0.438063063,10,1,0,4.768799102,0
7,1121,0.441923775,12,1,0,4.694023194,1
11,993,0.415821501,12,1,0,4.408862034,1
13,309,0.618892506,7,1,0,4.682847896,1
9,174,0.619883037,8,1,0,4.5,3
11,159,0.759493666,9,1,0,4.893081761,0
8,449,0.502252251,38,15,0,5.307349666,1
13,243,0.654008436,4,0,1,4.201646091,0
9,222,0.665024627,7,1,1,4.630630631,1
12,160,0.647798738,2,0,1,4.19375,0
8,1015,0.484143763,38,11,3,4.953694581,1
8,344,0.563049852,14,1,0,4.840116279,3
10,1028,0.408102766,29,20,0,4.588521401,1
11,347,0.584569731,7,0,1,5.069164265,0
8,848,0.444576877,21,20,0,4.751179245,1
11,255,0.631578945,5,1,0,4.858823529,1
8,424,0.640096617,12,1,0,4.641509434,1
8,1289,0.359905288,7,5,0,4.241272304,1
10,286,0.552631577,3,1,0,4.384615385,1
10,347,0.516717324,3,1,0,4.665706052,0
10,280,0.579925648,6,0,11,4.142857143,1
8,396,0.501278771,5,1,0,4.5,0
7,665,0.595166162,3,1,0,5.885714286,1
7,428,0.590570718,19,1,0,4.969626168,0
10,727,0.466850828,4,1,0,4.646492435,1
12,270,0.576923075,6,1,0,4.714814815,1
8,322,0.666666664,6,1,11,4.145962733,0
7,518,0.486434108,11,1,0,4.78957529,0
16,487,0.519587628,6,1,0,4.480492813,0
11,264,0.567567565,6,1,0,4.386363636,1
11,149,0.673913039,3,1,0,3.89261745,1
12,62,0.88709676,3,0,1,4.870967742,1
8,75,0.853333322,2,0,1,4.466666667,0
16,143,0.706293701,2,0,1,4.20979021,0
7,1154,0.419072616,23,19,0,4.66897747,1
8,1303,0.391912908,19,34,0,4.674597084,0
8,494,0.452138492,6,1,0,4.722672065,1
12,213,0.647887321,2,0,1,4.20657277,3
11,180,0.655367228,2,1,1,4.272222222,0
6,106,0.715686267,2,0,1,4.566037736,0
7,606,0.482470784,7,1,0,4.51980198,1
9,339,0.680645159,4,0,21,4.306784661,1
8,279,0.609318994,13,1,0,5.086021505,1
9,340,0.567567566,2,0,0,4.3,1
8,962,0.47368421,14,1,0,4.828482328,1
12,135,0.694029846,2,0,0,4.340740741,1
12,185,0.65384615,4,1,0,4.518918919,0
12,344,0.551319646,2,1,0,4.755813953,0
12,698,0.498533724,13,1,0,4.610315186,1
13,310,0.612456745,4,0,12,4.558064516,1
8,461,0.549999999,8,1,0,5.078091106,1
9,318,0.579288024,7,0,0,4.647798742,1
10,294,0.703007516,4,0,21,4.360544218,1
9,930,0.442162162,7,1,0,5.108602151,0
10,682,0.487369984,11,1,0,4.608504399,1
10,349,0.541916166,10,1,0,4.386819484,1
5,1302,0.414364641,53,19,0,4.721966206,1
13,220,0.602803736,5,1,0,4.918181818,1
13,140,0.7867647,2,0,0,4.207142857,4
12,341,0.498470946,4,1,1,4.671554252,3
9,537,0.503952568,3,13,0,4.884543762,1
8,358,0.502857141,4,1,0,4.254189944,3
11,221,0.660550456,8,1,0,4.895927602,0
10,195,0.618556698,5,1,0,4.882051282,0
10,604,0.433774834,13,1,0,4.594370861,1
11,707,0.446043165,3,1,0,4.405940594,1
10,331,0.649230767,8,1,0,5.117824773,0
9,529,0.460348162,2,18,0,4.65973535,1
6,358,0.622478384,24,1,0,5.391061453,1
11,877,0.433734939,45,1,1,5.095781072,1
8,270,0.583643121,5,0,0,4.133333333,1
14,233,0.570815448,10,7,0,4.789699571,1
8,264,0.654618471,3,0,7,4.666666667,0
8,148,0.72108843,6,0,1,4.72972973,0
10,315,0.617834393,3,1,0,5.066666667,1
14,696,0.480463096,5,1,0,4.017241379,0
11,98,0.744897952,1,0,1,4.704081633,3
7,719,0.492329149,13,1,0,4.650904033,1
11,1364,0.388026607,23,28,0,4.615102639,1
11,1408,0.395698924,22,33,0,4.596590909,1
12,324,0.592948716,6,0,11,4.194444444,1
11,257,0.622047242,4,1,0,4.626459144,1
9,328,0.609756096,11,1,0,4.951219512,1
10,204,0.682051279,7,1,0,5.220588235,1
10,230,0.654867254,3,1,0,4.343478261,1
12,996,0.413793103,21,25,0,4.669678715,1
13,578,0.47368421,4,19,1,4.664359862,0
11,1175,0.40207075,23,20,0,4.573617021,1
11,291,0.620209057,9,1,0,4.556701031,1
10,416,0.543902438,8,0,0,4.78125,1
8,208,0.67307692,4,1,0,5.264423077,1
11,151,0.710344823,5,0,0,4.40397351,2
12,337,0.61198738,4,0,11,4.608308605,0
13,178,0.634831457,3,1,0,4.342696629,0
9,787,0.519948519,16,26,0,4.536213469,0
6,325,0.613003094,1,0,0,4.501538462,1
10,476,0.496583142,4,4,0,4.06512605,1
12,470,0.487124462,3,7,0,4.389361702,1
8,252,0.635593218,4,1,10,4.416666667,2
7,203,0.668367344,4,1,0,4.980295567,2
11,351,0.52148997,9,1,0,4.626780627,1
11,566,0.553113552,18,11,0,4.360424028,2
13,297,0.532203388,1,21,0,4.902356902,1
8,104,0.754901953,4,1,0,4.644230769,1
9,1438,0.466053748,56,1,0,4.829624478,1
13,293,0.585365852,6,1,0,4.66552901,1
7,655,0.524180966,12,26,0,4.465648855,1
10,995,0.380612245,20,1,0,4.357788945,1
14,138,0.715328462,8,0,0,4.210144928,1
13,1081,0.420358152,21,20,0,4.585568918,1
12,321,0.617554857,1,0,0,4.336448598,0
10,910,0.449500554,20,20,0,4.685714286,1
13,747,0.519021738,14,1,0,4.431057564,4
10,1159,0.399126637,21,19,0,4.564279551,3
11,147,0.734693873,6,0,0,4.646258503,1
12,138,0.644927532,5,0,1,4.130434783,1
9,738,0.402877697,11,11,0,4.440379404,2
7,935,0.449023861,31,20,0,4.730481283,1
10,1036,0.425365853,26,20,1,4.648648649,1
10,996,0.490374873,12,1,0,4.704819277,2
10,331,0.691318326,18,1,0,5.063444109,0
10,497,0.533880902,14,9,0,4.503018109,1
9,678,0.493273542,16,1,0,4.668141593,1
7,211,0.636363633,13,11,0,5.061611374,1
9,1821,0.37368712,30,20,0,4.449203734,2
12,190,0.622340422,4,0,0,5.026315789,1
13,174,0.658959534,3,1,2,4.597701149,0
10,1245,0.43289689,44,16,2,5.106024096,1
16,83,0.843373484,5,1,0,4.795180723,1
11,400,0.506426734,13,1,0,4.7325,3
6,279,0.649999998,4,1,10,4.430107527,1
9,180,0.648044689,16,7,0,4.516666667,1
12,771,0.492997198,11,6,0,4.368352789,1
12,327,0.619496853,4,1,0,4.5382263,1
10,536,0.541509433,8,1,0,4.654850746,1
10,713,0.40509915,7,1,0,4.451612903,1
10,456,0.613425925,19,6,0,4.495614035,3
11,416,0.54736842,22,11,0,4.644230769,4
12,1267,0.502034174,41,12,0,4.856353591,1
10,165,0.656249996,2,0,1,4.412121212,2
11,227,0.579908673,14,10,0,4.731277533,2
9,120,0.799999993,7,0,0,4.45,0
14,268,0.515037592,2,6,0,4.805970149,1
9,695,0.425339366,4,18,0,4.935251799,2
11,501,0.545454544,6,1,0,4.758483034,0
9,282,0.621428569,6,0,1,4.570921986,1
14,375,0.556149731,3,1,0,4.442666667,2
10,324,0.527950309,6,1,0,4.919753086,1
11,792,0.456094364,7,10,0,4.622474747,1
12,230,0.621004563,7,1,0,4.673913043,0
13,732,0.441860465,7,1,0,4.110655738,0
10,350,0.615606935,10,1,0,5.02,1
12,315,0.53716216,7,1,0,4.761904762,0
11,317,0.555555554,11,1,1,4.258675079,1
11,419,0.572481571,7,1,0,4.732696897,1
8,275,0.621323527,1,1,0,4.829090909,0
13,197,0.730964463,4,0,1,4.543147208,0
8,1046,0.436416185,9,1,0,4.577437859,1
11,732,0.456551724,9,1,0,4.639344262,0
14,207,0.668316828,4,0,0,4.642512077,2
8,434,0.541966426,8,1,0,4.896313364,1
9,276,0.572992699,6,0,0,4.757246377,1
12,497,0.514522821,5,1,0,4.609657948,0
9,91,0.707865161,3,1,0,4.406593407,0
11,176,0.632183904,3,0,1,4.511363636,1
12,415,0.59949622,22,1,0,4.597590361,1
12,1298,0.412772585,13,1,0,4.63174114,1
13,273,0.592452828,5,1,0,4.879120879,1
10,601,0.524369747,19,1,0,4.712146423,0
7,221,0.571428569,4,1,0,4.624434389,1
10,205,0.636363633,3,1,0,4.365853659,0
11,469,0.551724137,7,1,1,4.452025586,0
13,208,0.702970294,4,0,1,4.201923077,0
9,349,0.573065901,5,1,0,4.452722063,1
5,651,0.508885298,8,12,0,4.692780338,1
10,374,0.602150536,6,1,0,4.802139037,1
8,264,0.583333331,20,0,0,5.026515152,1
8,1202,0.380912162,21,16,0,5.252911814,1
10,203,0.693121689,3,1,1,4.467980296,1
9,652,0.531782945,10,1,1,4.88803681,1
9,714,0.564885495,3,1,0,4.973389356,0
8,1579,0.383683875,12,1,1,4.683343889,1
11,955,0.438095238,25,19,0,4.745549738,1
8,701,0.498542273,8,12,0,4.693295292,1
8,633,0.463576158,16,27,0,4.511848341,1
10,604,0.461669505,11,26,0,4.533112583,1
12,876,0.517281105,17,1,0,5.119863014,1
12,528,0.495126705,9,1,0,4.147727273,1
10,342,0.606707315,4,0,10,4.15497076,0
12,513,0.56521739,8,1,0,4.998050682,1
12,324,0.573248406,8,1,0,5.459876543,0
9,187,0.623595502,6,1,0,4.85026738,1
12,291,0.583333331,16,13,0,4.512027491,1
9,334,0.628834354,3,5,0,5.149700599,1
11,298,0.600682592,12,14,1,5.110738255,0
11,276,0.648351646,3,1,0,5.177536232,1
11,1383,0.418013856,30,26,0,4.651482285,0
10,260,0.730769228,2,0,21,4.438461538,0
13,749,0.424528301,8,1,1,4.376502003,4
9,286,0.605166049,11,1,0,4.555944056,0
11,121,0.590909086,3,1,0,4.32231405,2
13,109,0.663157888,3,1,0,3.917431193,0
9,303,0.594594593,7,1,0,4.521452145,0
12,1550,0.467997247,70,26,0,4.793548387,1
10,223,0.619909499,8,0,0,4.538116592,1
11,170,0.71341463,8,0,0,4.788235294,0
11,722,0.479166666,9,1,0,4.810249307,0
9,388,0.637305698,7,1,0,4.677835052,1
10,364,0.51862464,5,1,0,4.203296703,1
7,1160,0.398940865,11,42,0,4.615517241,1
9,354,0.613180514,8,1,0,4.689265537,0
13,149,0.729729725,6,0,1,4.483221477,0
12,225,0.679999997,3,0,2,4.564444444,1
9,281,0.660714283,6,1,0,5.245551601,0
12,596,0.513605441,28,9,0,4.867449664,1
8,263,0.663716811,14,11,0,4.311787072,1
8,272,0.658823527,7,0,12,4.051470588,0
10,658,0.48085758,8,1,0,4.925531915,1
9,563,0.584532373,13,1,0,5.543516874,2
11,372,0.567934781,3,1,0,4.392473118,1
9,452,0.502232142,4,1,0,4.623893805,1
12,400,0.573604059,12,1,0,4.8225,0
11,1475,0.395747599,9,1,0,4.248813559,2
9,462,0.559210525,7,1,1,4.482683983,0
8,293,0.625874124,11,1,0,4.740614334,0
12,965,0.528077753,7,0,26,4.470466321,1
10,960,0.4511041,17,1,0,4.375,1
13,200,0.673469384,5,0,0,4.535,1
9,446,0.50232558,11,0,0,4.556053812,0
10,462,0.492204899,4,1,0,4.575757576,1
11,144,0.639705878,8,1,0,4.847222222,1
13,171,0.674698791,3,1,0,4.736842105,1
7,354,0.532577902,8,0,0,4.330508475,1
7,432,0.583924349,7,0,1,4.775462963,1
11,327,0.552147238,3,1,2,4.318042813,0
8,1338,0.366944655,12,11,0,4.777279522,2
12,803,0.496240601,11,1,0,4.850560399,0
11,389,0.400552485,7,1,0,4.473007712,1
11,400,0.533163264,4,1,0,4.06,1
12,537,0.517823639,3,1,0,4.668528864,0
12,193,0.591397846,3,0,1,4.626943005,1
11,231,0.599999997,3,1,1,4.891774892,1
10,356,0.541420117,20,9,0,4.851123596,0
10,579,0.495652173,9,1,0,4.542314335,1
9,912,0.423542354,5,1,0,4.347587719,2
8,408,0.487684728,6,1,0,4.674019608,1
11,403,0.477611939,4,0,1,4.724565757,1
9,306,0.568561871,5,1,0,4.568627451,0
10,291,0.563829785,1,1,0,4.728522337,0
7,437,0.489702516,5,1,0,4.567505721,2
5,141,0.642857138,11,1,1,4.737588652,2
10,253,0.557312251,5,1,0,4.66798419,1
9,286,0.600706712,7,1,1,4.891608392,0
11,182,0.634831457,2,1,0,4.483516484,0
12,310,0.604575161,5,0,0,4.667741935,1
13,155,0.712418296,5,0,1,4.683870968,0
9,344,0.648484847,13,11,0,4.787790698,1
10,381,0.632432431,7,1,0,4.443569554,0
9,282,0.554347824,2,1,0,4.418439716,3
9,641,0.496835442,3,1,0,4.733229329,1
8,478,0.402953586,2,10,0,4.470711297,1
15,184,0.670329667,1,0,1,4.277173913,1
11,408,0.508860758,8,1,0,4.56127451,1
10,463,0.567264573,12,1,0,4.686825054,1
10,678,0.517397881,15,1,0,4.45280236,0
9,187,0.654054051,7,0,0,4.379679144,1
10,358,0.582386362,4,0,0,4.667597765,1
8,291,0.612456745,6,0,1,4.666666667,0
8,226,0.616438353,5,1,0,4.986725664,1
11,220,0.589622639,4,1,0,5.281818182,1
9,394,0.606217615,8,1,0,4.822335025,0
11,156,0.717105258,4,1,0,4.371794872,0
10,415,0.491484184,4,1,0,4.604819277,0
10,549,0.510091742,5,17,0,4.690346084,1
9,1089,0.441860465,16,1,0,4.92194674,0
8,615,0.534569982,15,1,9,4.630894309,1
6,535,0.552783108,24,10,0,4.758878505,2
9,410,0.589420653,10,0,1,4.790243902,1
9,448,0.521252795,8,1,0,4.522321429,0
12,986,0.423194303,14,1,0,4.969574037,1
9,679,0.444615384,4,13,0,4.377025037,1
10,232,0.669642854,6,0,0,4.512931034,0
11,1069,0.434410646,34,20,0,4.777362021,0
10,300,0.605351169,6,1,2,4.78,2
6,1060,0.441816461,13,1,0,5.13490566,1
6,301,0.618055553,5,0,12,4.282392027,1
10,537,0.507518796,4,1,0,4.919925512,0
8,286,0.561403507,18,15,1,4.688811189,0
11,182,0.664835161,4,0,0,5.164835165,1
10,120,0.799999993,6,0,0,5.133333333,0
11,241,0.543933052,5,1,1,4.912863071,0
9,420,0.620192306,17,1,0,4.626190476,1
11,402,0.479999999,5,1,0,5.004975124,1
11,660,0.498470947,12,1,0,4.868181818,0
15,233,0.61160714,11,1,0,4.570815451,1
8,288,0.551601422,18,15,1,4.6875,0
8,744,0.503382949,19,1,0,4.573924731,1
9,282,0.602189779,6,1,0,4.407801418,1
10,275,0.613138684,2,5,0,5.018181818,1
10,422,0.526054589,3,16,0,4.466824645,1
12,588,0.495711834,11,1,0,4.700680272,0
7,457,0.575280898,5,0,0,4.84463895,0
11,233,0.562231757,4,5,0,4.961373391,1
9,134,0.684210521,6,1,0,4.746268657,1
12,339,0.554216866,6,1,0,4.362831858,1
8,808,0.428749999,32,1,0,4.459158416,1
11,325,0.543209875,2,1,0,4.818461538,1
8,320,0.586750787,8,1,0,4.740625,1
9,963,0.504823151,8,1,0,4.59709242,1
12,1197,0.433978133,13,1,0,4.595655806,0
11,477,0.578947367,23,16,1,4.475890985,0
8,1179,0.471001757,33,1,0,4.843935539,0
5,256,0.583673467,5,1,0,5.18359375,0
10,226,0.608108105,7,0,0,4.367256637,0
8,174,0.666666663,8,0,0,4.488505747,0
11,282,0.745098036,3,0,21,4.539007092,1
9,258,0.636734691,3,0,11,4.480620155,1
7,1901,0.371944739,23,1,0,4.525512888,3
6,448,0.542986424,9,1,0,4.950892857,1
8,365,0.600550963,3,1,0,4.693150685,1
11,185,0.621621618,7,1,0,4.648648649,1
9,1224,0.394412489,11,1,0,4.656045752,1
14,316,0.583606555,8,1,0,4.474683544,1
10,308,0.491856676,4,1,0,4.603896104,2
11,278,0.626373624,9,1,0,4.363309353,3
8,263,0.636015323,7,1,0,4.403041825,1
13,264,0.56976744,7,1,0,4.875,1
9,1096,0.454460093,28,21,0,4.305656934,1
11,223,0.560538114,18,9,0,4.905829596,1
10,611,0.498327758,10,1,0,4.538461538,0
8,159,0.675159231,3,0,0,4.308176101,1
9,352,0.585014408,16,1,0,5.002840909,1
9,284,0.654545452,4,0,0,4.556338028,3
8,228,0.639999997,6,0,0,4.921052632,1
10,82,0.851851841,5,1,0,4.926829268,0
10,457,0.543378994,10,1,0,4.960612691,1
10,206,0.634146338,4,0,2,5.014563107,1
10,157,0.675159231,2,0,0,4.547770701,0
13,370,0.552777776,2,1,0,4.821621622,1
10,1105,0.425182481,3,1,0,4.894117647,1
10,972,0.442902881,13,1,0,5.002057613,1
8,397,0.569518715,26,22,0,5.005037783,2
8,405,0.431818181,3,9,0,4.027160494,1
13,646,0.525902668,9,1,0,4.729102167,1
8,134,0.691729318,2,0,1,4.679104478,0
11,196,0.63020833,4,0,0,4.596938776,0
11,239,0.620253162,6,0,0,5.066945607,0
10,704,0.462857142,4,1,0,5.099431818,0
9,342,0.586102717,2,1,0,4.248538012,1
12,513,0.513671874,7,1,0,5.204678363,1
9,1964,0.294964029,8,1,0,4.150203666,0
7,897,0.403607666,11,1,0,4.45039019,1
12,171,0.666666663,4,2,1,4.555555556,4
8,245,0.558333331,7,1,0,4.975510204,0
10,152,0.684563754,5,1,0,4.782894737,0
9,132,0.734848479,2,0,0,3.992424242,0
12,363,0.538028167,4,1,0,4.173553719,1
9,436,0.375870069,5,22,0,4.887614679,0
11,132,0.699999995,6,0,0,4.795454545,1
7,340,0.58753709,5,1,0,4.526470588,1
12,182,0.604519771,2,1,0,4.43956044,0
10,311,0.659090907,4,1,0,4.729903537,0
10,1053,0.479355488,28,21,0,4.791073124,1
9,291,0.550522646,5,1,0,4.529209622,0
12,326,0.554858932,11,1,0,4.926380368,0
8,184,0.653179187,5,1,0,4.668478261,0
10,149,0.72483221,1,0,0,4.765100671,1
12,292,0.572992699,6,1,0,4.657534247,1
10,336,0.642201833,9,1,6,4.744047619,0
